Date,Open,High,Low,Close,Adj Close,Volume,company
2017-10-26,931.173401,948.806274,922.257935,938.503906,921.181458,7771680,RELIANCE.NS
2017-10-27,941.079529,947.716614,917.00769,921.118713,904.117126,5306577,RELIANCE.NS
2017-10-30,925.229736,936.671265,921.861694,933.649902,916.416992,3610434,RELIANCE.NS
2017-10-31,936.076904,936.869385,923.446655,932.015442,914.812805,4386549,RELIANCE.NS
2017-11-01,938.850647,948.806274,936.869385,943.605591,926.188965,8109185,RELIANCE.NS
2017-11-02,943.85321,947.518494,935.383484,937.711426,920.403687,4743147,RELIANCE.NS
2017-11-03,946.973633,946.973633,931.322021,936.423645,919.139526,2214524,RELIANCE.NS
2017-11-06,933.649902,933.649902,920.276672,923.743835,906.693909,4503082,RELIANCE.NS
2017-11-07,924.585876,926.220337,894.570374,898.186096,881.607849,9436552,RELIANCE.NS
2017-11-08,894.025513,897.492676,875.798279,879.463562,863.230896,8192911,RELIANCE.NS
2017-11-09,886.348328,901.356018,883.673645,892.044312,875.579407,6925831,RELIANCE.NS
2017-11-10,892.490112,892.490112,870.944336,875.550659,859.390198,6425509,RELIANCE.NS
2017-11-13,876.68988,883.525085,865.297852,867.031433,851.028137,4194396,RELIANCE.NS
2017-11-14,866.783752,886.595947,864.802551,878.373901,862.161255,5760193,RELIANCE.NS
2017-11-15,876.19458,882.237244,869.706055,875.402039,859.244324,7048053,RELIANCE.NS
2017-11-16,877.185181,897.492676,877.185181,895.362854,878.83667,6996737,RELIANCE.NS
2017-11-17,910.321045,916.21521,899.969177,903.33728,886.66394,5639193,RELIANCE.NS
2017-11-20,897.690796,915.670349,896.502075,912.203247,895.366272,4260195,RELIANCE.NS
2017-11-21,918.097351,930.826721,916.80957,923.793335,906.742432,6037454,RELIANCE.NS
2017-11-22,928.647339,929.83606,914.778809,922.010254,904.992249,5103410,RELIANCE.NS
2017-11-23,922.257935,940.980469,917.948792,938.107666,920.79248,7398598,RELIANCE.NS
2017-11-24,941.079529,950.490295,938.503906,942.169189,924.779053,6455055,RELIANCE.NS
2017-11-27,938.355347,948.509094,935.135864,942.416809,925.022156,4724436,RELIANCE.NS
2017-11-28,940.930908,942.416809,929.29126,934.491943,917.24353,4685893,RELIANCE.NS
2017-11-29,933.006042,941.079529,932.164001,937.117065,919.820251,3709698,RELIANCE.NS
2017-11-30,932.609802,932.609802,910.865906,912.896667,896.046875,9524326,RELIANCE.NS
2017-12-01,915.769409,922.505554,899.176697,901.554138,884.913757,5129555,RELIANCE.NS
2017-12-04,904.922241,905.219421,888.923889,893.133972,876.648987,4662629,RELIANCE.NS
2017-12-05,892.589172,912.104187,887.041748,905.120361,888.414063,8448505,RELIANCE.NS
2017-12-06,901.455078,921.564514,900.266357,917.948792,901.005798,11112030,RELIANCE.NS
2017-12-07,921.316833,927.210938,914.333008,922.802734,905.770081,5581979,RELIANCE.NS
2017-12-08,925.081177,928.152039,910.420105,912.351807,895.512085,5641459,RELIANCE.NS
2017-12-11,913.788208,917.304871,904.971802,907.547363,890.796265,4980620,RELIANCE.NS
2017-12-12,907.349243,920.276672,899.473877,907.002502,890.261536,7283405,RELIANCE.NS
2017-12-13,908.290344,916.264709,902.14856,906.061462,889.337769,4221739,RELIANCE.NS
2017-12-14,910.370605,916.21521,900.216858,912.847107,895.998169,5068725,RELIANCE.NS
2017-12-15,922.257935,924.189636,909.082825,911.113525,894.296631,11264479,RELIANCE.NS
2017-12-18,903.38678,923.892395,854.549744,912.351807,895.512085,8575323,RELIANCE.NS
2017-12-19,914.927429,918.295471,911.361206,917.25531,900.325012,4103513,RELIANCE.NS
2017-12-20,917.205811,918.691711,908.389404,909.528564,892.740967,4819670,RELIANCE.NS
2017-12-21,909.825745,915.274109,901.455078,904.37738,887.684814,4186472,RELIANCE.NS
2017-12-22,906.061462,913.738647,900.761658,911.757446,894.92865,4918863,RELIANCE.NS
2017-12-26,916.165649,930.08374,909.528564,921.069214,904.068665,5351708,RELIANCE.NS
2017-12-27,924.239136,928.696899,910.370605,915.075989,898.185974,4393640,RELIANCE.NS
2017-12-28,916.56189,925.625977,910.469666,915.52179,898.623596,7158735,RELIANCE.NS
2017-12-29,917.800171,923.545715,909.875305,912.401367,895.56073,5117894,RELIANCE.NS
2018-01-01,914.035828,914.035828,898.978577,901.207458,884.573425,4362651,RELIANCE.NS
2018-01-02,904.426941,910.915405,897.888916,902.594299,885.934692,4383980,RELIANCE.NS
2018-01-03,916.31427,917.304871,904.47644,906.210022,889.483582,6233847,RELIANCE.NS
2018-01-04,909.528564,913.144287,907.101563,911.658386,894.831421,4157621,RELIANCE.NS
2018-01-05,913.144287,918.196411,911.608887,914.580688,897.699829,3434151,RELIANCE.NS
2018-01-08,917.403931,922.257935,914.828369,919.830933,902.853149,4073668,RELIANCE.NS
2018-01-09,919.434692,935.036804,915.323669,932.114502,914.910034,6596942,RELIANCE.NS
2018-01-10,934.145264,938.503906,926.715637,933.501343,916.271301,5412323,RELIANCE.NS
2018-01-11,932.956482,933.798523,926.220337,928.944519,911.798523,3622391,RELIANCE.NS
2018-01-12,934.145264,943.85321,929.439819,940.088867,922.737183,6955338,RELIANCE.NS
2018-01-15,941.079529,949.499695,936.324585,940.237488,922.883057,5132305,RELIANCE.NS
2018-01-16,938.801086,938.801086,911.361206,914.283508,897.408081,4995805,RELIANCE.NS
2018-01-17,917.304871,920.276672,898.483276,915.81897,898.915222,6093651,RELIANCE.NS
2018-01-18,920.276672,920.871033,906.507202,911.064026,894.248047,4329708,RELIANCE.NS
2018-01-19,914.333008,925.625977,913.441467,922.555115,905.527039,4602784,RELIANCE.NS
2018-01-22,939.098267,965.151306,931.173401,962.377625,944.614563,21090881,RELIANCE.NS
2018-01-23,965.844727,981.644958,965.844727,974.017273,956.039307,10396119,RELIANCE.NS
2018-01-24,972.531372,972.531372,953.610718,957.276001,939.607056,6594595,RELIANCE.NS
2018-01-25,958.811401,962.872925,947.171753,956.8302,939.169495,6308657,RELIANCE.NS
2018-01-29,957.12738,968.123169,950.292175,955.443359,937.80835,4567493,RELIANCE.NS
2018-01-30,956.73114,956.73114,940.088867,941.475769,924.098511,4237933,RELIANCE.NS
2018-01-31,941.079529,955.443359,932.708862,952.273376,934.696777,5792601,RELIANCE.NS
2018-02-01,954.205078,963.467285,927.805359,934.987244,917.729736,7626196,RELIANCE.NS
2018-02-02,926.220337,935.086304,892.539612,895.858154,879.322876,13367616,RELIANCE.NS
2018-02-05,885.605347,903.931641,873.519897,893.678833,877.183716,8856689,RELIANCE.NS
2018-02-06,868.764954,889.56781,862.821289,883.723206,867.411865,11104841,RELIANCE.NS
2018-02-07,894.075073,896.898315,881.642883,886.001587,869.648254,7168146,RELIANCE.NS
2018-02-08,889.46875,902.098999,883.970825,896.056274,879.517334,6380648,RELIANCE.NS
2018-02-09,880.652283,893.530212,877.680481,889.419189,873.002686,5344463,RELIANCE.NS
2018-02-12,894.520813,909.578125,893.579773,906.903442,890.164246,5481260,RELIANCE.NS
2018-02-14,914.333008,933.649902,912.351807,924.883057,907.812012,10267369,RELIANCE.NS
2018-02-15,928.845459,936.869385,919.434692,926.864258,909.756653,6167365,RELIANCE.NS
2018-02-16,930.777161,933.749023,909.479065,912.648987,895.803772,4443395,RELIANCE.NS
2018-02-19,912.351807,923.248535,904.971802,918.295471,901.346069,4126685,RELIANCE.NS
2018-02-20,920.276672,920.821533,910.172485,912.450867,895.609314,3903573,RELIANCE.NS
2018-02-21,921.267334,923.743835,913.491028,920.623413,903.631042,5499873,RELIANCE.NS
2018-02-22,913.342407,922.257935,911.361206,915.670349,898.769348,5167371,RELIANCE.NS
2018-02-23,916.71051,929.1922,914.085388,925.477417,908.395386,4896820,RELIANCE.NS
2018-02-26,930.1828,936.027405,927.805359,929.88562,912.722229,3893033,RELIANCE.NS
2018-02-27,930.1828,946.825073,929.538879,941.574829,924.19574,6470858,RELIANCE.NS
2018-02-28,937.067566,948.112854,934.343384,945.586792,928.133606,26144187,RELIANCE.NS
2018-03-01,940.831848,950.886536,937.067566,939.494507,922.153748,4133465,RELIANCE.NS
2018-03-05,934.145264,941.228088,912.946167,915.422729,898.526367,5688306,RELIANCE.NS
2018-03-06,920.276672,927.409119,896.601135,902.297119,885.643005,7393101,RELIANCE.NS
2018-03-07,900.712158,900.712158,879.711243,881.395264,865.126892,7316409,RELIANCE.NS
2018-03-08,889.221069,905.912842,884.911926,902.891479,886.226379,6130548,RELIANCE.NS
2018-03-09,906.309082,910.717285,902.495239,904.526001,887.830688,4909678,RELIANCE.NS
2018-03-12,911.361206,924.338196,908.934204,921.564514,904.554749,3837440,RELIANCE.NS
2018-03-13,923.149475,927.210938,912.698547,923.099915,906.061768,5145137,RELIANCE.NS
2018-03-14,920.078552,923.298035,910.568726,920.326233,903.339355,6795338,RELIANCE.NS
2018-03-15,916.31427,920.722473,901.455078,903.23822,886.566711,5866510,RELIANCE.NS
2018-03-16,900.464478,901.157898,877.72998,891.598511,875.141785,14221100,RELIANCE.NS
2018-03-19,892.539612,898.384216,883.624146,887.091248,870.717773,5829127,RELIANCE.NS
2018-03-20,884.911926,895.511475,878.720581,881.444763,865.175537,7011559,RELIANCE.NS
2018-03-21,886.447388,893.876953,884.911926,888.478088,872.079041,6791028,RELIANCE.NS
2018-03-22,887.586548,903.38678,887.338928,899.622498,883.0177,10212863,RELIANCE.NS
2018-03-23,882.237244,891.549011,880.751343,885.506287,869.162048,10831400,RELIANCE.NS
2018-03-26,885.555786,895.808655,884.119446,892.638672,876.162842,6104583,RELIANCE.NS
2018-03-27,898.681396,902.198059,888.577148,891.350891,874.898743,7005357,RELIANCE.NS
2018-03-28,887.388428,887.437988,871.736816,874.411438,858.271973,8842618,RELIANCE.NS
2018-04-02,884.614746,892.490112,878.175781,884.565186,868.238342,5766209,RELIANCE.NS
2018-04-03,882.633545,893.233032,876.9375,891.10321,874.655701,6425059,RELIANCE.NS
2018-04-04,896.204895,903.23822,883.673645,886.496887,870.134338,6560005,RELIANCE.NS
2018-04-05,896.601135,901.455078,895.016113,899.671997,883.066284,3935631,RELIANCE.NS
2018-04-06,899.473877,909.875305,896.502075,902.44574,885.788818,4460344,RELIANCE.NS
2018-04-09,903.98114,910.370605,903.98114,907.398743,890.650391,3606112,RELIANCE.NS
2018-04-10,909.776245,915.224609,905.566162,908.438904,891.671448,3902042,RELIANCE.NS
2018-04-11,913.144287,923.991455,907.448303,922.109314,905.089478,6064484,RELIANCE.NS
2018-04-12,921.118713,927.854858,915.52179,919.979492,902.998962,4994624,RELIANCE.NS
2018-04-13,923.941956,932.857422,919.979492,930.03418,912.868042,5822658,RELIANCE.NS
2018-04-16,925.675537,931.173401,919.781372,928.251099,911.117859,4123166,RELIANCE.NS
2018-04-17,931.173401,938.305786,927.210938,935.383484,918.118591,4430313,RELIANCE.NS
2018-04-18,936.374084,939.296387,926.269897,929.1922,912.041687,3397094,RELIANCE.NS
2018-04-19,930.28186,936.126465,926.220337,933.451782,916.222656,4523892,RELIANCE.NS
2018-04-20,929.1922,933.006042,912.549927,919.187012,902.221069,3381269,RELIANCE.NS
2018-04-23,921.267334,935.482544,919.781372,927.210938,910.096924,3541772,RELIANCE.NS
2018-04-24,927.012817,966.538208,926.220337,960.941223,943.204651,9193591,RELIANCE.NS
2018-04-25,964.507446,972.580933,954.502258,961.387024,943.642151,6497632,RELIANCE.NS
2018-04-26,963.863525,978.722717,953.214478,966.191467,948.357971,15735759,RELIANCE.NS
2018-04-27,980.505798,1001.506714,976.246155,986.944763,968.72821,11776851,RELIANCE.NS
2018-04-30,972.779053,983.27948,950.985596,954.254639,936.641479,8955897,RELIANCE.NS
2018-05-02,957.919861,970.00531,955.988159,963.566345,945.781311,6175751,RELIANCE.NS
2018-05-03,968.717529,968.717529,950.242676,952.570557,934.988464,3984964,RELIANCE.NS
2018-05-04,953.808838,955.641479,941.079529,944.992432,927.550232,3831671,RELIANCE.NS
2018-05-07,949.846375,964.111206,947.369873,961.882324,944.128418,3545827,RELIANCE.NS
2018-05-08,968.321289,972.779053,956.13678,958.018921,940.336304,4980805,RELIANCE.NS
2018-05-09,956.8302,975.057434,953.214478,967.528809,949.670654,4537025,RELIANCE.NS
2018-05-10,970.797791,975.354614,965.101807,971.937012,953.997498,4052699,RELIANCE.NS
2018-05-11,972.036072,981.991699,968.568909,979.960938,961.873291,4049541,RELIANCE.NS
2018-05-14,982.63562,982.63562,967.528809,977.335815,959.296692,2604012,RELIANCE.NS
2018-05-15,973.819153,990.609985,967.479248,969.75769,951.858337,4846430,RELIANCE.NS
2018-05-16,964.854126,964.854126,943.506531,947.171753,929.689331,8695009,RELIANCE.NS
2018-05-17,950.341736,950.985596,932.659302,936.473145,919.18811,4778345,RELIANCE.NS
2018-05-18,936.720825,944.546631,923.248535,925.081177,908.006531,5279612,RELIANCE.NS
2018-05-21,922.010254,926.913757,913.441467,922.604614,905.575562,6687690,RELIANCE.NS
2018-05-22,924.387756,925.229736,916.31427,918.047852,901.103027,5219596,RELIANCE.NS
2018-05-23,917.304871,917.304871,900.613098,903.68396,887.004211,4610857,RELIANCE.NS
2018-05-24,905.417542,912.351807,901.603699,907.250183,890.504639,5368392,RELIANCE.NS
2018-05-25,907.398743,914.729309,905.863342,912.153687,895.317627,8206579,RELIANCE.NS
2018-05-28,916.21521,918.295471,909.479065,911.757446,894.92865,5247105,RELIANCE.NS
2018-05-29,912.847107,919.286072,905.813782,908.835144,892.060303,8250871,RELIANCE.NS
2018-05-30,906.259583,914.531189,898.087036,907.497803,890.74762,6048012,RELIANCE.NS
2018-05-31,912.351807,913.639587,905.962402,912.698547,895.852417,17112487,RELIANCE.NS
2018-06-01,911.361206,926.963318,909.825745,921.812134,904.797791,8848926,RELIANCE.NS
2018-06-04,924.635376,935.135864,921.812134,932.015442,914.812805,5653442,RELIANCE.NS
2018-06-05,933.947144,946.032532,932.164001,938.751587,921.424561,8047086,RELIANCE.NS
2018-06-06,938.107666,947.023193,933.798523,945.438171,927.987732,4229195,RELIANCE.NS
2018-06-07,945.933472,966.835388,945.487732,962.229004,944.468628,6922300,RELIANCE.NS
2018-06-08,957.276001,977.286316,951.579956,975.106934,957.108887,6594521,RELIANCE.NS
2018-06-11,977.831116,990.560486,969.85675,973.422913,955.455933,6931136,RELIANCE.NS
2018-06-12,974.165894,990.609985,971.094971,987.786743,969.554626,7515794,RELIANCE.NS
2018-06-13,990.609985,996.45459,980.208618,993.086548,974.756653,5982192,RELIANCE.NS
2018-06-14,988.083923,1002.299194,978.128296,998.485352,980.055847,5536858,RELIANCE.NS
2018-06-15,996.55365,1013.889343,989.867065,1004.676697,986.132874,11401764,RELIANCE.NS
2018-06-18,999.327393,1010.867981,997.54425,1006.013977,987.445496,5705952,RELIANCE.NS
2018-06-19,1004.379456,1005.271057,984.319641,986.697083,968.485107,6406255,RELIANCE.NS
2018-06-20,986.647583,1013.294983,985.508362,1009.67926,991.043152,7262014,RELIANCE.NS
2018-06-21,1013.839783,1026.271973,1011.710022,1022.26001,1003.391663,10609377,RELIANCE.NS
2018-06-22,1018.743347,1019.535828,998.980652,1002.992615,984.479919,16323253,RELIANCE.NS
2018-06-25,1001.902954,1006.955078,992.888428,995.01825,976.652649,5246962,RELIANCE.NS
2018-06-26,996.55365,996.55365,966.092407,969.75769,951.858337,8145067,RELIANCE.NS
2018-06-27,969.31189,976.147095,953.660278,956.780701,944.912354,9043473,RELIANCE.NS
2018-06-28,952.966797,959.405762,931.470581,936.076904,924.465332,8662575,RELIANCE.NS
2018-06-29,940.187988,966.340088,940.088867,963.318726,951.369202,8041914,RELIANCE.NS
2018-07-02,963.219666,963.219666,948.013794,951.579956,939.776123,6724054,RELIANCE.NS
2018-07-03,955.93866,969.26239,951.332336,962.179504,950.244141,5115293,RELIANCE.NS
2018-07-04,962.674805,982.68512,961.882324,980.802979,968.636658,5048125,RELIANCE.NS
2018-07-05,987.638184,998.931152,949.598755,955.443359,943.591614,18896793,RELIANCE.NS
2018-07-06,955.690979,973.769653,955.443359,968.370789,956.358643,9248105,RELIANCE.NS
2018-07-09,977.831116,990.609985,974.264954,987.737244,975.484863,5219197,RELIANCE.NS
2018-07-10,993.334167,1018.842407,990.609985,1016.068665,1003.464844,10543516,RELIANCE.NS
2018-07-11,1015.375244,1031.125977,1008.292419,1029.045654,1016.280823,8747208,RELIANCE.NS
2018-07-12,1034.543579,1088.68042,1032.809937,1072.186768,1058.886841,24337829,RELIANCE.NS
2018-07-13,1070.354126,1098.586548,1069.858765,1089.4729,1075.958618,18137593,RELIANCE.NS
2018-07-16,1089.4729,1098.487427,1062.974121,1066.094482,1052.870117,6658302,RELIANCE.NS
2018-07-17,1068.174805,1085.659058,1059.556519,1082.092896,1068.670044,6530578,RELIANCE.NS
2018-07-18,1088.08606,1094.227783,1067.184204,1082.291016,1068.865723,4726480,RELIANCE.NS
2018-07-19,1083.033936,1104.530151,1076.14917,1094.475464,1080.898926,5485122,RELIANCE.NS
2018-07-20,1102.94519,1127.809448,1101.459229,1118.052002,1104.183105,8094154,RELIANCE.NS
2018-07-23,1119.191162,1119.191162,1102.647949,1109.780396,1096.01416,5897877,RELIANCE.NS
2018-07-24,1111.464478,1116.1698,1097.001465,1100.518188,1086.866821,4511507,RELIANCE.NS
2018-07-25,1099.577148,1112.455078,1093.831543,1104.678711,1090.975708,6006077,RELIANCE.NS
2018-07-26,1099.676147,1110.969116,1097.397705,1100.220947,1086.573242,6485768,RELIANCE.NS
2018-07-27,1108.987915,1126.719849,1101.706909,1119.240723,1105.357056,6742782,RELIANCE.NS
2018-07-30,1119.389282,1146.432983,1117.408081,1140.588379,1126.439819,14003964,RELIANCE.NS
2018-07-31,1140.192139,1179.222168,1136.378296,1174.863525,1160.289917,14006901,RELIANCE.NS
2018-08-01,1179.222168,1191.604736,1174.269043,1181.153809,1166.502197,9796282,RELIANCE.NS
2018-08-02,1180.311768,1180.311768,1155.001709,1157.37915,1143.022461,6308209,RELIANCE.NS
2018-08-03,1163.966797,1172.386963,1158.567993,1165.898438,1151.436035,6708388,RELIANCE.NS
2018-08-06,1165.650757,1184.769531,1164.313477,1181.401489,1166.746826,4054489,RELIANCE.NS
2018-08-07,1183.679932,1190.118896,1165.947998,1173.080322,1158.528931,4097939,RELIANCE.NS
2018-08-08,1173.872803,1211.020752,1173.872803,1206.265747,1191.302734,7987438,RELIANCE.NS
2018-08-09,1210.030151,1220.134399,1200.619385,1206.513428,1191.547241,6911830,RELIANCE.NS
2018-08-10,1199.628662,1203.591187,1191.010376,1192.892578,1178.095337,3615156,RELIANCE.NS
2018-08-13,1186.305054,1188.682495,1171.594482,1176.547485,1161.952881,4712408,RELIANCE.NS
2018-08-14,1178.825928,1205.770508,1173.179443,1199.232422,1184.356567,5349770,RELIANCE.NS
2018-08-16,1191.951538,1204.581787,1184.274292,1189.524536,1174.769165,6039198,RELIANCE.NS
2018-08-17,1197.647461,1203.987427,1188.781494,1192.446777,1177.655029,3867305,RELIANCE.NS
2018-08-20,1196.557861,1225.186401,1196.310181,1223.304321,1208.129883,7679143,RELIANCE.NS
2018-08-21,1225.632202,1239.748413,1215.478516,1235.48877,1220.163208,7348644,RELIANCE.NS
2018-08-23,1234.59729,1262.037109,1226.771484,1257.529907,1241.930908,8043652,RELIANCE.NS
2018-08-24,1253.369263,1267.931274,1248.21814,1265.504272,1249.806274,6715059,RELIANCE.NS
2018-08-27,1267.386475,1283.682007,1266.742554,1279.372803,1263.502686,5624995,RELIANCE.NS
2018-08-28,1283.830566,1310.577026,1282.839966,1306.614624,1290.406738,8777168,RELIANCE.NS
2018-08-29,1303.939941,1316.520752,1278.085083,1282.047485,1266.144287,11182203,RELIANCE.NS
2018-08-30,1281.453125,1284.969727,1258.520508,1262.48291,1246.822388,9943410,RELIANCE.NS
2018-08-31,1258.074707,1258.074707,1224.988281,1229.990967,1214.733643,15450941,RELIANCE.NS
2018-09-03,1233.309448,1246.088379,1214.537354,1217.608276,1202.504517,12315666,RELIANCE.NS
2018-09-04,1223.552002,1243.017456,1217.459717,1230.288086,1215.026978,8922552,RELIANCE.NS
2018-09-05,1230.832886,1240.887573,1197.152222,1215.478516,1200.401123,10422792,RELIANCE.NS
2018-09-06,1218.598877,1253.815063,1213.843994,1249.55542,1234.055298,11301160,RELIANCE.NS
2018-09-07,1253.022583,1269.318115,1242.720215,1266.593994,1250.882568,10794143,RELIANCE.NS
2018-09-10,1263.02771,1265.009033,1238.361572,1244.057617,1228.625732,7125920,RELIANCE.NS
2018-09-11,1247.177979,1256.489746,1222.6604,1226.078003,1210.869019,10977849,RELIANCE.NS
2018-09-12,1240.045654,1246.880859,1217.311157,1240.739014,1225.348267,8142006,RELIANCE.NS
2018-09-14,1247.574219,1263.62207,1235.93457,1241.382935,1225.984253,7953264,RELIANCE.NS
