,Date,Open,High,Low,Close,Adj Close,Volume
33,2017-08-01,803.756165,803.756165,788.277893,794.271118,779.61084,5681949
34,2017-08-02,797.44104,810.17041,796.5,806.950928,792.056702,9592846
35,2017-08-03,805.786926,824.633301,800.932983,817.302795,802.217468,9094953
36,2017-08-04,823.6922,823.6922,799.967102,803.458984,788.62915,8574605
37,2017-08-07,808.139648,808.139648,798.704102,800.586243,785.809448,4401364
38,2017-08-08,801.403503,802.914185,785.949951,793.751038,779.100403,5058636
39,2017-08-09,793.230957,802.394104,785.058411,791.893616,777.277222,4816513
40,2017-08-10,789.045654,795.781799,781.566528,784.736511,770.252197,4701836
41,2017-08-11,768.193298,782.581909,759.302551,765.865356,751.72937,7843781
42,2017-08-14,773.171082,784.810791,773.171082,779.139526,764.758606,6202842
43,2017-08-16,778.619446,780.600708,767.821838,775.697144,761.379761,6265622
44,2017-08-17,777.133545,791.324036,773.245422,776.192444,761.865906,7304951
45,2017-08-18,774.657043,781.492249,769.282959,780.303528,765.901062,3662412
46,2017-08-21,781.096008,784.637451,772.799622,774.855164,760.553345,3495195
47,2017-08-22,778.619446,782.532349,770.71936,772.700562,758.438416,4399773
48,2017-08-23,775.078064,785.826172,769.282959,783.59729,769.134094,3839702
49,2017-08-24,787.534973,789.070374,774.904663,776.663025,762.32782,5839979
50,2017-08-28,782.111389,783.547729,773.270142,775.920044,761.598511,5684028
51,2017-08-29,773.592102,776.390564,757.81665,758.881531,744.874451,6998558
52,2017-08-30,766.509277,777.034485,763.388855,774.706543,760.40741,4769560
53,2017-08-31,780.105408,791.224976,779.610046,789.763855,775.186768,11585780
54,2017-09-01,792.413696,800.710083,791.992676,797.490601,782.770935,7121827
55,2017-09-04,800.165222,810.393311,790.432495,799.100342,784.350952,9950182
56,2017-09-05,807.347168,809.74939,802.914185,808.634949,793.709656,11637538
57,2017-09-06,805.564087,818.491516,803.780945,814.974854,799.932434,22496263
58,2017-09-07,815.272034,824.682861,807.347168,810.41803,795.459717,7478761
59,2017-09-08,812.300232,815.519714,804.474365,809.229309,794.292969,6114140
60,2017-09-11,813.588013,819.085876,808.882629,810.21991,795.26532,5856706
61,2017-09-12,815.024353,817.253235,809.328369,816.015015,800.95343,2999837
62,2017-09-13,816.262634,851.825562,814.281433,841.027893,825.504578,13557530
63,2017-09-14,847.764038,853.410522,834.093628,835.92627,820.497131,5476914
64,2017-09-15,834.093628,844.841736,826.911682,833.895508,818.503906,13196770
65,2017-09-18,842.018494,843.058655,835.183289,837.610291,822.150085,2336110
66,2017-09-19,840.730713,840.780273,829.140564,830.725525,815.392334,3562177
67,2017-09-20,848.061218,864.307251,837.16449,839.195251,823.705811,11511053
68,2017-09-21,839.046692,843.702515,828.397644,833.449707,818.066345,5976672
69,2017-09-22,832.013367,832.013367,805.564087,809.724609,794.779114,5673719
70,2017-09-25,807.347168,820.175537,797.63916,813.835632,798.81427,6566972
71,2017-09-26,813.984253,819.283997,804.573425,812.399292,797.404419,4875350
72,2017-09-27,817.847595,817.946655,788.030273,791.645996,777.034241,8514143
73,2017-09-28,792.141296,795.360779,772.873901,779.065247,764.685669,13636223
74,2017-09-29,784.315491,785.949951,771.784241,773.567383,759.289307,7691452
75,2017-10-03,787.534973,796.30188,777.975586,790.853516,776.256348,8466559
76,2017-10-04,791.695496,817.203735,788.129333,811.161011,796.189026,8725859
77,2017-10-05,817.253235,820.670837,810.962891,816.411255,801.342346,4906551
78,2017-10-06,816.262634,831.468506,814.875793,829.190125,813.885376,5998431
79,2017-10-09,831.121826,831.914307,820.225098,822.85022,807.662476,4084462
80,2017-10-10,823.196899,839.343872,823.196899,835.282349,819.865112,6798826
81,2017-10-11,837.36261,850.3396,828.149963,832.260986,816.899536,7116625
82,2017-10-12,834.192688,868.566833,834.192688,864.554871,848.597351,8603714
83,2017-10-13,871.043396,882.336304,865.149231,868.220154,852.194946,9926723
84,2017-10-16,870.746216,883.624146,853.212402,868.566833,852.535217,14772250
85,2017-10-17,869.755615,875.699219,859.057007,866.139832,850.153076,6414314
86,2017-10-18,869.161194,909.280945,866.783752,905.912842,889.191956,16924095
87,2017-10-19,907.200623,913.243347,894.520813,901.356018,884.719177,3698813
88,2017-10-23,904.327881,935.829285,900.563538,930.925781,913.743225,12670626
89,2017-10-24,938.801086,938.801086,919.484192,925.477417,908.395447,6395360
90,2017-10-25,931.272461,937.018005,920.771973,931.074341,913.889038,4620435
91,2017-10-26,931.173401,948.806274,922.257935,938.503906,921.181396,7771680
92,2017-10-27,941.079529,947.716614,917.00769,921.118713,904.117188,5306577
93,2017-10-30,925.229736,936.671265,921.861694,933.649902,916.417053,3610434
94,2017-10-31,936.076904,936.869385,923.446655,932.015442,914.812744,4386549
95,2017-11-01,938.850647,948.806274,936.869385,943.605591,926.188965,8109185
96,2017-11-02,943.85321,947.518494,935.383484,937.711426,920.403625,4743147
97,2017-11-03,946.973633,946.973633,931.322021,936.423645,919.139648,2214524
98,2017-11-06,933.649902,933.649902,920.276672,923.743835,906.693787,4503082
99,2017-11-07,924.585876,926.220337,894.570374,898.186096,881.607849,9436552
100,2017-11-08,894.025513,897.492676,875.798279,879.463562,863.230896,8192911
101,2017-11-09,886.348328,901.356018,883.673645,892.044312,875.579468,6925831
102,2017-11-10,892.490112,892.490112,870.944336,875.550659,859.390198,6425509
103,2017-11-13,876.68988,883.525085,865.297852,867.031433,851.028259,4194396
104,2017-11-14,866.783752,886.595947,864.802551,878.373901,862.161316,5760193
105,2017-11-15,876.19458,882.237244,869.706055,875.402039,859.244263,7048053
106,2017-11-16,877.185181,897.492676,877.185181,895.362854,878.83667,6996737
107,2017-11-17,910.321045,916.21521,899.969177,903.33728,886.664001,5639193
108,2017-11-20,897.690796,915.670349,896.502075,912.203247,895.366272,4260195
109,2017-11-21,918.097351,930.826721,916.80957,923.793335,906.742432,6037454
110,2017-11-22,928.647339,929.83606,914.778809,922.010254,904.992249,5103410
111,2017-11-23,922.257935,940.980469,917.948792,938.107666,920.792542,7398598
112,2017-11-24,941.079529,950.490295,938.503906,942.169189,924.779114,6455055
113,2017-11-27,938.355347,948.509094,935.135864,942.416809,925.022095,4724436
114,2017-11-28,940.930908,942.416809,929.29126,934.491943,917.24353,4685893
115,2017-11-29,933.006042,941.079529,932.164001,937.117065,919.820251,3709698
116,2017-11-30,932.609802,932.609802,910.865906,912.896667,896.046875,9524326
117,2017-12-01,915.769409,922.505554,899.176697,901.554138,884.913696,5129555
118,2017-12-04,904.922241,905.219421,888.923889,893.133972,876.648987,4662629
119,2017-12-05,892.589172,912.104187,887.041748,905.120361,888.414063,8448505
120,2017-12-06,901.455078,921.564514,900.266357,917.948792,901.005737,11112030
121,2017-12-07,921.316833,927.210938,914.333008,922.802734,905.770081,5581979
122,2017-12-08,925.081177,928.152039,910.420105,912.351807,895.512085,5641459
123,2017-12-11,913.788208,917.304871,904.971802,907.547363,890.796326,4980620
124,2017-12-12,907.349243,920.276672,899.473877,907.002502,890.261475,7283405
125,2017-12-13,908.290344,916.264709,902.14856,906.061462,889.33783,4221739
126,2017-12-14,910.370605,916.21521,900.216858,912.847107,895.99823,5068725
127,2017-12-15,922.257935,924.189636,909.082825,911.113525,894.296631,11264479
128,2017-12-18,903.38678,923.892395,854.549744,912.351807,895.512085,8575323
129,2017-12-19,914.927429,918.295471,911.361206,917.25531,900.325073,4103513
130,2017-12-20,917.205811,918.691711,908.389404,909.528564,892.740967,4819670
131,2017-12-21,909.825745,915.274109,901.455078,904.37738,887.684875,4186472
132,2017-12-22,906.061462,913.738647,900.761658,911.757446,894.928711,4918863
133,2017-12-26,916.165649,930.08374,909.528564,921.069214,904.068542,5351708
134,2017-12-27,924.239136,928.696899,910.370605,915.075989,898.185974,4393640
135,2017-12-28,916.56189,925.625977,910.469666,915.52179,898.623535,7158735
136,2017-12-29,917.800171,923.545715,909.875305,912.401367,895.56073,5117894
137,2018-01-01,914.035828,914.035828,898.978577,901.207458,884.573425,4362651
138,2018-01-02,904.426941,910.915405,897.888916,902.594299,885.934692,4383980
139,2018-01-03,916.31427,917.304871,904.47644,906.210022,889.483643,6233847
140,2018-01-04,909.528564,913.144287,907.101563,911.658386,894.831482,4157621
141,2018-01-05,913.144287,918.196411,911.608887,914.580688,897.699829,3434151
142,2018-01-08,917.403931,922.257935,914.828369,919.830933,902.853149,4073668
143,2018-01-09,919.434692,935.036804,915.323669,932.114502,914.909973,6596942
144,2018-01-10,934.145264,938.503906,926.715637,933.501343,916.27124,5412323
145,2018-01-11,932.956482,933.798523,926.220337,928.944519,911.798523,3622391
146,2018-01-12,934.145264,943.85321,929.439819,940.088867,922.737122,6955338
147,2018-01-15,941.079529,949.499695,936.324585,940.237488,922.883057,5132305
148,2018-01-16,938.801086,938.801086,911.361206,914.283508,897.408142,4995805
149,2018-01-17,917.304871,920.276672,898.483276,915.81897,898.915222,6093651
150,2018-01-18,920.276672,920.871033,906.507202,911.064026,894.248047,4329708
151,2018-01-19,914.333008,925.625977,913.441467,922.555115,905.5271,4602784
152,2018-01-22,939.098267,965.151306,931.173401,962.377625,944.614563,21090881
153,2018-01-23,965.844727,981.644958,965.844727,974.017273,956.039368,10396119
154,2018-01-24,972.531372,972.531372,953.610718,957.276001,939.607117,6594595
155,2018-01-25,958.811401,962.872925,947.171753,956.8302,939.169556,6308657
156,2018-01-29,957.12738,968.123169,950.292175,955.443359,937.808228,4567493
157,2018-01-30,956.73114,956.73114,940.088867,941.475769,924.098511,4237933
158,2018-01-31,941.079529,955.443359,932.708862,952.273376,934.696838,5792601
159,2018-02-01,954.205078,963.467285,927.805359,934.987244,917.729736,7626196
160,2018-02-02,926.220337,935.086304,892.539612,895.858154,879.322815,13367616
161,2018-02-05,885.605347,903.931641,873.519897,893.678833,877.183777,8856689
162,2018-02-06,868.764954,889.56781,862.821289,883.723206,867.411804,11104841
163,2018-02-07,894.075073,896.898315,881.642883,886.001587,869.648193,7168146
164,2018-02-08,889.46875,902.098999,883.970825,896.056274,879.517334,6380648
165,2018-02-09,880.652283,893.530212,877.680481,889.419189,873.002686,5344463
166,2018-02-12,894.520813,909.578125,893.579773,906.903442,890.164246,5481260
167,2018-02-14,914.333008,933.649902,912.351807,924.883057,907.812012,10267369
168,2018-02-15,928.845459,936.869385,919.434692,926.864258,909.756653,6167365
169,2018-02-16,930.777161,933.749023,909.479065,912.648987,895.803711,4443395
170,2018-02-19,912.351807,923.248535,904.971802,918.295471,901.346008,4126685
171,2018-02-20,920.276672,920.821533,910.172485,912.450867,895.609253,3903573
172,2018-02-21,921.267334,923.743835,913.491028,920.623413,903.631042,5499873
173,2018-02-22,913.342407,922.257935,911.361206,915.670349,898.769348,5167371
174,2018-02-23,916.71051,929.1922,914.085388,925.477417,908.395447,4896820
175,2018-02-26,930.1828,936.027405,927.805359,929.88562,912.72229,3893033
176,2018-02-27,930.1828,946.825073,929.538879,941.574829,924.19574,6470858
177,2018-02-28,937.067566,948.112854,934.343384,945.586792,928.133606,26144187
178,2018-03-01,940.831848,950.886536,937.067566,939.494507,922.153809,4133465
179,2018-03-05,934.145264,941.228088,912.946167,915.422729,898.526306,5688306
180,2018-03-06,920.276672,927.409119,896.601135,902.297119,885.642944,7393101
181,2018-03-07,900.712158,900.712158,879.711243,881.395264,865.126892,7316409
182,2018-03-08,889.221069,905.912842,884.911926,902.891479,886.226379,6130548
183,2018-03-09,906.309082,910.717285,902.495239,904.526001,887.83075,4909678
184,2018-03-12,911.361206,924.338196,908.934204,921.564514,904.554688,3837440
185,2018-03-13,923.149475,927.210938,912.698547,923.099915,906.061768,5145137
186,2018-03-14,920.078552,923.298035,910.568726,920.326233,903.339355,6795338
187,2018-03-15,916.31427,920.722473,901.455078,903.23822,886.566772,5866510
188,2018-03-16,900.464478,901.157898,877.72998,891.598511,875.141846,14221100
189,2018-03-19,892.539612,898.384216,883.624146,887.091248,870.717712,5829127
190,2018-03-20,884.911926,895.511475,878.720581,881.444763,865.175476,7011559
191,2018-03-21,886.447388,893.876953,884.911926,888.478088,872.079041,6791028
192,2018-03-22,887.586548,903.38678,887.338928,899.622498,883.0177,10212863
193,2018-03-23,882.237244,891.549011,880.751343,885.506287,869.161987,10831400
194,2018-03-26,885.555786,895.808655,884.119446,892.638672,876.162842,6104583
195,2018-03-27,898.681396,902.198059,888.577148,891.350891,874.898804,7005357
196,2018-03-28,887.388428,887.437988,871.736816,874.411438,858.272034,8842618
197,2018-04-02,884.614746,892.490112,878.175781,884.565186,868.238281,5766209
198,2018-04-03,882.633545,893.233032,876.9375,891.10321,874.65564,6425059
199,2018-04-04,896.204895,903.23822,883.673645,886.496887,870.134399,6560005
200,2018-04-05,896.601135,901.455078,895.016113,899.671997,883.066223,3935631
201,2018-04-06,899.473877,909.875305,896.502075,902.44574,885.788818,4460344
202,2018-04-09,903.98114,910.370605,903.98114,907.398743,890.650391,3606112
203,2018-04-10,909.776245,915.224609,905.566162,908.438904,891.671387,3902042
204,2018-04-11,913.144287,923.991455,907.448303,922.109314,905.089478,6064484
205,2018-04-12,921.118713,927.854858,915.52179,919.979492,902.998962,4994624
206,2018-04-13,923.941956,932.857422,919.979492,930.03418,912.868103,5822658
207,2018-04-16,925.675537,931.173401,919.781372,928.251099,911.11792,4123166
208,2018-04-17,931.173401,938.305786,927.210938,935.383484,918.118652,4430313
209,2018-04-18,936.374084,939.296387,926.269897,929.1922,912.041687,3397094
210,2018-04-19,930.28186,936.126465,926.220337,933.451782,916.222534,4523892
211,2018-04-20,929.1922,933.006042,912.549927,919.187012,902.22113,3381269
212,2018-04-23,921.267334,935.482544,919.781372,927.210938,910.096863,3541772
213,2018-04-24,927.012817,966.538208,926.220337,960.941223,943.204651,9193591
214,2018-04-25,964.507446,972.580933,954.502258,961.387024,943.642273,6497632
215,2018-04-26,963.863525,978.722717,953.214478,966.191467,948.358032,15735759
216,2018-04-27,980.505798,1001.506714,976.246155,986.944763,968.72821,11776851
217,2018-04-30,972.779053,983.27948,950.985596,954.254639,936.641418,8955897
218,2018-05-02,957.919861,970.00531,955.988159,963.566345,945.781311,6175751
219,2018-05-03,968.717529,968.717529,950.242676,952.570557,934.988464,3984964
220,2018-05-04,953.808838,955.641479,941.079529,944.992432,927.550232,3831671
221,2018-05-07,949.846375,964.111206,947.369873,961.882324,944.128418,3545827
222,2018-05-08,968.321289,972.779053,956.13678,958.018921,940.336365,4980805
223,2018-05-09,956.8302,975.057434,953.214478,967.528809,949.670654,4537025
224,2018-05-10,970.797791,975.354614,965.101807,971.937012,953.997498,4052699
225,2018-05-11,972.036072,981.991699,968.568909,979.960938,961.873291,4049541
226,2018-05-14,982.63562,982.63562,967.528809,977.335815,959.296631,2604012
227,2018-05-15,973.819153,990.609985,967.479248,969.75769,951.858337,4846430
228,2018-05-16,964.854126,964.854126,943.506531,947.171753,929.689331,8695009
229,2018-05-17,950.341736,950.985596,932.659302,936.473145,919.188232,4778345
230,2018-05-18,936.720825,944.546631,923.248535,925.081177,908.006592,5279612
231,2018-05-21,922.010254,926.913757,913.441467,922.604614,905.575623,6687690
232,2018-05-22,924.387756,925.229736,916.31427,918.047852,901.102966,5219596
233,2018-05-23,917.304871,917.304871,900.613098,903.68396,887.004272,4610857
234,2018-05-24,905.417542,912.351807,901.603699,907.250183,890.504639,5368392
235,2018-05-25,907.398743,914.729309,905.863342,912.153687,895.317627,8206579
236,2018-05-28,916.21521,918.295471,909.479065,911.757446,894.928711,5247105
237,2018-05-29,912.847107,919.286072,905.813782,908.835144,892.060303,8250871
238,2018-05-30,906.259583,914.531189,898.087036,907.497803,890.74762,6048012
239,2018-05-31,912.351807,913.639587,905.962402,912.698547,895.852478,17112487
240,2018-06-01,911.361206,926.963318,909.825745,921.812134,904.797791,8848926
241,2018-06-04,924.635376,935.135864,921.812134,932.015442,914.812744,5653442
242,2018-06-05,933.947144,946.032532,932.164001,938.751587,921.424561,8047086
243,2018-06-06,938.107666,947.023193,933.798523,945.438171,927.987793,4229195
244,2018-06-07,945.933472,966.835388,945.487732,962.229004,944.468689,6922300
245,2018-06-08,957.276001,977.286316,951.579956,975.106934,957.108887,6594521
246,2018-06-11,977.831116,990.560486,969.85675,973.422913,955.455994,6931136
247,2018-06-12,974.165894,990.609985,971.094971,987.786743,969.554688,7515794
248,2018-06-13,990.609985,996.45459,980.208618,993.086548,974.756592,5982192
249,2018-06-14,988.083923,1002.299194,978.128296,998.485352,980.055786,5536858
250,2018-06-15,996.55365,1013.889343,989.867065,1004.676697,986.132935,11401764
251,2018-06-18,999.327393,1010.867981,997.54425,1006.013977,987.445496,5705952
252,2018-06-19,1004.379456,1005.271057,984.319641,986.697083,968.485107,6406255
253,2018-06-20,986.647583,1013.294983,985.508362,1009.67926,991.043152,7262014
254,2018-06-21,1013.839783,1026.271973,1011.710022,1022.26001,1003.391602,10609377
255,2018-06-22,1018.743347,1019.535828,998.980652,1002.992615,984.479919,16323253
256,2018-06-25,1001.902954,1006.955078,992.888428,995.01825,976.652771,5246962
257,2018-06-26,996.55365,996.55365,966.092407,969.75769,951.858337,8145067
258,2018-06-27,969.31189,976.147095,953.660278,956.780701,944.912292,9043473
259,2018-06-28,952.966797,959.405762,931.470581,936.076904,924.465332,8662575
260,2018-06-29,940.187988,966.340088,940.088867,963.318726,951.369263,8041914
261,2018-07-02,963.219666,963.219666,948.013794,951.579956,939.776123,6724054
262,2018-07-03,955.93866,969.26239,951.332336,962.179504,950.244141,5115293
263,2018-07-04,962.674805,982.68512,961.882324,980.802979,968.636597,5048125
264,2018-07-05,987.638184,998.931152,949.598755,955.443359,943.591553,18896793
265,2018-07-06,955.690979,973.769653,955.443359,968.370789,956.358704,9248105
266,2018-07-09,977.831116,990.609985,974.264954,987.737244,975.484863,5219197
267,2018-07-10,993.334167,1018.842407,990.609985,1016.068665,1003.464905,10543516
268,2018-07-11,1015.375244,1031.125977,1008.292419,1029.045654,1016.280884,8747208
269,2018-07-12,1034.543579,1088.68042,1032.809937,1072.186768,1058.886841,24337829
270,2018-07-13,1070.354126,1098.586548,1069.858765,1089.4729,1075.958618,18137593
271,2018-07-16,1089.4729,1098.487427,1062.974121,1066.094482,1052.869995,6658302
272,2018-07-17,1068.174805,1085.659058,1059.556519,1082.092896,1068.670166,6530578
273,2018-07-18,1088.08606,1094.227783,1067.184204,1082.291016,1068.865723,4726480
274,2018-07-19,1083.033936,1104.530151,1076.14917,1094.475464,1080.899048,5485122
275,2018-07-20,1102.94519,1127.809448,1101.459229,1118.052002,1104.183105,8094154
276,2018-07-23,1119.191162,1119.191162,1102.647949,1109.780396,1096.014038,5897877
277,2018-07-24,1111.464478,1116.1698,1097.001465,1100.518188,1086.866699,4511507
278,2018-07-25,1099.577148,1112.455078,1093.831543,1104.678711,1090.975708,6006077
279,2018-07-26,1099.676147,1110.969116,1097.397705,1100.220947,1086.573242,6485768
280,2018-07-27,1108.987915,1126.719849,1101.706909,1119.240723,1105.357178,6742782
281,2018-07-30,1119.389282,1146.432983,1117.408081,1140.588379,1126.439941,14003964
282,2018-07-31,1140.192139,1179.222168,1136.378296,1174.863525,1160.289917,14006901
283,2018-08-01,1179.222168,1191.604736,1174.269043,1181.153809,1166.502197,9796282
284,2018-08-02,1180.311768,1180.311768,1155.001709,1157.37915,1143.022461,6308209
285,2018-08-03,1163.966797,1172.386963,1158.567993,1165.898438,1151.436035,6708388
286,2018-08-06,1165.650757,1184.769531,1164.313477,1181.401489,1166.746704,4054489
287,2018-08-07,1183.679932,1190.118896,1165.947998,1173.080322,1158.528931,4097939
288,2018-08-08,1173.872803,1211.020752,1173.872803,1206.265747,1191.302612,7987438
289,2018-08-09,1210.030151,1220.134399,1200.619385,1206.513428,1191.547119,6911830
290,2018-08-10,1199.628662,1203.591187,1191.010376,1192.892578,1178.095337,3615156
291,2018-08-13,1186.305054,1188.682495,1171.594482,1176.547485,1161.953003,4712408
292,2018-08-14,1178.825928,1205.770508,1173.179443,1199.232422,1184.356567,5349770
293,2018-08-16,1191.951538,1204.581787,1184.274292,1189.524536,1174.769165,6039198
294,2018-08-17,1197.647461,1203.987427,1188.781494,1192.446777,1177.655151,3867305
295,2018-08-20,1196.557861,1225.186401,1196.310181,1223.304321,1208.129883,7679143
296,2018-08-21,1225.632202,1239.748413,1215.478516,1235.48877,1220.163086,7348644
297,2018-08-23,1234.59729,1262.037109,1226.771484,1257.529907,1241.930908,8043652
298,2018-08-24,1253.369263,1267.931274,1248.21814,1265.504272,1249.806274,6715059
299,2018-08-27,1267.386475,1283.682007,1266.742554,1279.372803,1263.502808,5624995
300,2018-08-28,1283.830566,1310.577026,1282.839966,1306.614624,1290.406738,8777168
301,2018-08-29,1303.939941,1316.520752,1278.085083,1282.047485,1266.144409,11182203
302,2018-08-30,1281.453125,1284.969727,1258.520508,1262.48291,1246.822388,9943410
303,2018-08-31,1258.074707,1258.074707,1224.988281,1229.990967,1214.733521,15450941
304,2018-09-03,1233.309448,1246.088379,1214.537354,1217.608276,1202.504395,12315666
305,2018-09-04,1223.552002,1243.017456,1217.459717,1230.288086,1215.026978,8922552
306,2018-09-05,1230.832886,1240.887573,1197.152222,1215.478516,1200.401123,10422792
307,2018-09-06,1218.598877,1253.815063,1213.843994,1249.55542,1234.055298,11301160
308,2018-09-07,1253.022583,1269.318115,1242.720215,1266.593994,1250.882568,10794143
309,2018-09-10,1263.02771,1265.009033,1238.361572,1244.057617,1228.62561,7125920
310,2018-09-11,1247.177979,1256.489746,1222.6604,1226.078003,1210.869141,10977849
311,2018-09-12,1240.045654,1246.880859,1217.311157,1240.739014,1225.348267,8142006
312,2018-09-14,1247.574219,1263.62207,1235.93457,1241.382935,1225.984131,7953264
313,2018-09-17,1239.005493,1239.005493,1210.12915,1214.388794,1199.324829,6818107
314,2018-09-18,1214.487915,1227.762085,1202.947266,1205.720947,1190.764648,7688607
315,2018-09-19,1212.506592,1212.506592,1189.722656,1199.381104,1184.503418,11372574
316,2018-09-21,1207.553589,1225.780884,1172.386963,1206.067627,1191.106934,19250938
317,2018-09-24,1203.046265,1228.257324,1193.189697,1220.481079,1205.341553,10198351
318,2018-09-25,1223.898682,1233.309448,1183.778931,1219.044678,1203.923096,9807108
319,2018-09-26,1227.365845,1242.175415,1215.627075,1239.649414,1224.272217,6457463
320,2018-09-27,1243.215576,1251.140381,1225.879883,1241.977295,1226.571167,10911205
321,2018-09-28,1248.06958,1259.758789,1235.587891,1246.137817,1230.680176,11177984
322,2018-10-01,1245.890259,1245.890259,1192.694458,1220.134399,1204.999268,7402199
323,2018-10-03,1217.954956,1227.960205,1188.781494,1193.78418,1178.975952,7446497
324,2018-10-04,1178.330566,1179.222168,1095.614624,1111.712036,1097.921753,23432473
325,2018-10-05,1089.175659,1104.827393,1028.401733,1039.001343,1026.113037,22151189
326,2018-10-08,1040.140503,1106.511353,1015.920105,1098.982788,1085.350464,24913364
327,2018-10-09,1111.117676,1112.752197,1071.047485,1079.814453,1066.4198,11095381
328,2018-10-10,1083.628296,1105.372192,1074.118408,1091.751343,1078.20874,9592247
329,2018-10-11,1054.009033,1104.282471,1033.206299,1077.585571,1064.218628,13349523
330,2018-10-12,1094.574585,1118.398682,1091.553223,1115.97168,1102.12854,9144401
331,2018-10-15,1119.290283,1136.130615,1107.650635,1129.047729,1115.04248,8955871
332,2018-10-16,1135.239014,1156.43811,1129.29541,1152.871948,1138.571167,7549490
333,2018-10-17,1167.929199,1168.275879,1129.29541,1140.489258,1126.342041,12906841
334,2018-10-19,1089.671021,1100.567749,1060.200317,1090.95874,1077.426025,25662196
335,2018-10-22,1099.577148,1104.332031,1047.421509,1052.671753,1039.613892,13290338
336,2018-10-23,1042.864624,1054.702515,1033.850098,1044.796387,1031.836182,10673958
337,2018-10-24,1064.806641,1065.846802,1021.715149,1035.93042,1023.080139,13784775
338,2018-10-25,1026.271973,1030.878296,1006.856018,1021.120789,1008.454346,14229855
339,2018-10-26,1023.20105,1047.074829,1012.403442,1035.088379,1022.248535,9269654
340,2018-10-29,1036.178101,1083.578735,1036.178101,1077.585571,1064.218628,7744528
341,2018-10-30,1075.307129,1075.307129,1042.220825,1047.074829,1034.086304,8890179
342,2018-10-31,1049.05603,1055.841675,1037.168701,1051.284912,1038.244263,16613693
343,2018-11-01,1057.872437,1057.872437,1040.140503,1046.331787,1033.352539,9485091
344,2018-11-02,1056.980835,1070.849365,1053.166992,1064.806641,1051.598145,16955411
345,2018-11-05,1063.370361,1082.439575,1054.999634,1080.062134,1066.664551,7654392
346,2018-11-06,1083.727295,1101.55835,1081.349854,1093.732544,1080.165283,8716110
347,2018-11-07,1104.530151,1104.530151,1096.308105,1100.270508,1086.622314,1296168
348,2018-11-09,1095.862305,1103.341431,1074.81189,1083.182495,1069.746094,10943218
349,2018-11-12,1087.392578,1088.4823,1064.459961,1069.858765,1056.587769,5856714
350,2018-11-13,1063.915161,1092.642822,1060.002197,1089.126221,1075.616089,6876165
351,2018-11-14,1094.673584,1102.202271,1075.307129,1087.640259,1074.148682,7861347
352,2018-11-15,1086.649658,1092.642822,1076.297729,1086.550537,1073.072388,6896498
353,2018-11-16,1087.640259,1119.339722,1086.798218,1116.813721,1102.960083,11136460
354,2018-11-19,1122.262085,1140.885498,1120.379883,1139.201538,1125.070313,7378262
