Date,Close,Company,Open,High,Low,Adj Close,Volume
2017-08-24,776.663025,RELIANCE.NS,787.534973,789.070374,774.904663,762.327759,5839979.0
2017-08-28,775.920044,RELIANCE.NS,782.111389,783.547729,773.270142,761.598511,5684028.0
2017-08-29,758.881531,RELIANCE.NS,773.592102,776.390564,757.81665,744.874573,6998558.0
2017-08-30,774.706543,RELIANCE.NS,766.509277,777.034485,763.388855,760.407471,4769560.0
2017-08-31,789.763855,RELIANCE.NS,780.105408,791.224976,779.610046,775.186829,11585780.0
2017-09-01,797.490601,RELIANCE.NS,792.413696,800.710083,791.992676,782.770935,7121827.0
2017-09-04,799.100342,RELIANCE.NS,800.165222,810.393311,790.432495,784.350952,9950182.0
2017-09-05,808.634949,RELIANCE.NS,807.347168,809.74939,802.914185,793.709656,11637538.0
2017-09-06,814.974854,RELIANCE.NS,805.564087,818.491516,803.780945,799.932434,22496263.0
2017-09-07,810.41803,RELIANCE.NS,815.272034,824.682861,807.347168,795.459717,7478761.0
2017-09-08,809.229309,RELIANCE.NS,812.300232,815.519714,804.474365,794.29303,6114140.0
2017-09-11,810.21991,RELIANCE.NS,813.588013,819.085876,808.882629,795.26532,5856706.0
2017-09-12,816.015015,RELIANCE.NS,815.024353,817.253235,809.328369,800.953369,2999837.0
2017-09-13,841.027893,RELIANCE.NS,816.262634,851.825562,814.281433,825.504639,13557530.0
2017-09-14,835.92627,RELIANCE.NS,847.764038,853.410522,834.093628,820.497131,5476914.0
2017-09-15,833.895508,RELIANCE.NS,834.093628,844.841736,826.911682,818.503906,13196770.0
2017-09-18,837.610291,RELIANCE.NS,842.018494,843.058655,835.183289,822.150085,2336110.0
2017-09-19,830.725525,RELIANCE.NS,840.730713,840.780273,829.140564,815.392395,3562177.0
2017-09-20,839.195251,RELIANCE.NS,848.061218,864.307251,837.16449,823.705811,11511053.0
2017-09-21,833.449707,RELIANCE.NS,839.046692,843.702515,828.397644,818.066345,5976672.0
2017-09-22,809.724609,RELIANCE.NS,832.013367,832.013367,805.564087,794.779114,5673719.0
2017-09-25,813.835632,RELIANCE.NS,807.347168,820.175537,797.63916,798.814331,6566972.0
2017-09-26,812.399292,RELIANCE.NS,813.984253,819.283997,804.573425,797.40448,4875350.0
2017-09-27,791.645996,RELIANCE.NS,817.847595,817.946655,788.030273,777.034241,8514143.0
2017-09-28,779.065247,RELIANCE.NS,792.141296,795.360779,772.873901,764.685669,13636223.0
2017-09-29,773.567383,RELIANCE.NS,784.315491,785.949951,771.784241,759.289307,7691452.0
2017-10-03,790.853516,RELIANCE.NS,787.534973,796.30188,777.975586,776.256409,8466559.0
2017-10-04,811.161011,RELIANCE.NS,791.695496,817.203735,788.129333,796.189026,8725859.0
2017-10-05,816.411255,RELIANCE.NS,817.253235,820.670837,810.962891,801.342346,4906551.0
2017-10-06,829.190125,RELIANCE.NS,816.262634,831.468506,814.875793,813.885315,5998431.0
2017-10-09,822.85022,RELIANCE.NS,831.121826,831.914307,820.225098,807.662415,4084462.0
2017-10-10,835.282349,RELIANCE.NS,823.196899,839.343872,823.196899,819.865112,6798826.0
2017-10-11,832.260986,RELIANCE.NS,837.36261,850.3396,828.149963,816.899475,7116625.0
2017-10-12,864.554871,RELIANCE.NS,834.192688,868.566833,834.192688,848.597351,8603714.0
2017-10-13,868.220154,RELIANCE.NS,871.043396,882.336304,865.149231,852.194946,9926723.0
2017-10-16,868.566833,RELIANCE.NS,870.746216,883.624146,853.212402,852.535217,14772250.0
2017-10-17,866.139832,RELIANCE.NS,869.755615,875.699219,859.057007,850.153076,6414314.0
2017-10-18,905.912842,RELIANCE.NS,869.161194,909.280945,866.783752,889.191956,16924095.0
2017-10-19,901.356018,RELIANCE.NS,907.200623,913.243347,894.520813,884.719299,3698813.0
2017-10-23,930.925781,RELIANCE.NS,904.327881,935.829285,900.563538,913.743164,12670626.0
2017-10-24,925.477417,RELIANCE.NS,938.801086,938.801086,919.484192,908.395386,6395360.0
2017-10-25,931.074341,RELIANCE.NS,931.272461,937.018005,920.771973,913.888977,4620435.0
2017-10-26,938.503906,RELIANCE.NS,931.173401,948.806274,922.257935,921.181396,7771680.0
2017-10-27,921.118713,RELIANCE.NS,941.079529,947.716614,917.00769,904.117188,5306577.0
2017-10-30,933.649902,RELIANCE.NS,925.229736,936.671265,921.861694,916.417053,3610434.0
2017-10-31,932.015442,RELIANCE.NS,936.076904,936.869385,923.446655,914.812744,4386549.0
2017-11-01,943.605591,RELIANCE.NS,938.850647,948.806274,936.869385,926.188965,8109185.0
2017-11-02,937.711426,RELIANCE.NS,943.85321,947.518494,935.383484,920.403625,4743147.0
2017-11-03,936.423645,RELIANCE.NS,946.973633,946.973633,931.322021,919.139587,2214524.0
2017-11-06,923.743835,RELIANCE.NS,933.649902,933.649902,920.276672,906.693848,4503082.0
2017-11-07,898.186096,RELIANCE.NS,924.585876,926.220337,894.570374,881.607849,9436552.0
2017-11-08,879.463562,RELIANCE.NS,894.025513,897.492676,875.798279,863.230835,8192911.0
2017-11-09,892.044312,RELIANCE.NS,886.348328,901.356018,883.673645,875.579468,6925831.0
2017-11-10,875.550659,RELIANCE.NS,892.490112,892.490112,870.944336,859.390198,6425509.0
2017-11-13,867.031433,RELIANCE.NS,876.68988,883.525085,865.297852,851.028198,4194396.0
2017-11-14,878.373901,RELIANCE.NS,866.783752,886.595947,864.802551,862.161316,5760193.0
2017-11-15,875.402039,RELIANCE.NS,876.19458,882.237244,869.706055,859.244324,7048053.0
2017-11-16,895.362854,RELIANCE.NS,877.185181,897.492676,877.185181,878.83667,6996737.0
2017-11-17,903.33728,RELIANCE.NS,910.321045,916.21521,899.969177,886.66394,5639193.0
2017-11-20,912.203247,RELIANCE.NS,897.690796,915.670349,896.502075,895.366272,4260195.0
2017-11-21,923.793335,RELIANCE.NS,918.097351,930.826721,916.80957,906.742432,6037454.0
2017-11-22,922.010254,RELIANCE.NS,928.647339,929.83606,914.778809,904.99231,5103410.0
2017-11-23,938.107666,RELIANCE.NS,922.257935,940.980469,917.948792,920.792542,7398598.0
2017-11-24,942.169189,RELIANCE.NS,941.079529,950.490295,938.503906,924.779053,6455055.0
2017-11-27,942.416809,RELIANCE.NS,938.355347,948.509094,935.135864,925.022156,4724436.0
2017-11-28,934.491943,RELIANCE.NS,940.930908,942.416809,929.29126,917.24353,4685893.0
2017-11-29,937.117065,RELIANCE.NS,933.006042,941.079529,932.164001,919.820251,3709698.0
2017-11-30,912.896667,RELIANCE.NS,932.609802,932.609802,910.865906,896.046936,9524326.0
2017-12-01,901.554138,RELIANCE.NS,915.769409,922.505554,899.176697,884.913757,5129555.0
2017-12-04,893.133972,RELIANCE.NS,904.922241,905.219421,888.923889,876.648926,4662629.0
2017-12-05,905.120361,RELIANCE.NS,892.589172,912.104187,887.041748,888.414124,8448505.0
2017-12-06,917.948792,RELIANCE.NS,901.455078,921.564514,900.266357,901.005737,11112030.0
2017-12-07,922.802734,RELIANCE.NS,921.316833,927.210938,914.333008,905.770081,5581979.0
2017-12-08,912.351807,RELIANCE.NS,925.081177,928.152039,910.420105,895.512085,5641459.0
2017-12-11,907.547363,RELIANCE.NS,913.788208,917.304871,904.971802,890.796387,4980620.0
2017-12-12,907.002502,RELIANCE.NS,907.349243,920.276672,899.473877,890.261536,7283405.0
2017-12-13,906.061462,RELIANCE.NS,908.290344,916.264709,902.14856,889.33783,4221739.0
2017-12-14,912.847107,RELIANCE.NS,910.370605,916.21521,900.216858,895.99823,5068725.0
2017-12-15,911.113525,RELIANCE.NS,922.257935,924.189636,909.082825,894.296692,11264479.0
2017-12-18,912.351807,RELIANCE.NS,903.38678,923.892395,854.549744,895.512085,8575323.0
2017-12-19,917.25531,RELIANCE.NS,914.927429,918.295471,911.361206,900.325073,4103513.0
2017-12-20,909.528564,RELIANCE.NS,917.205811,918.691711,908.389404,892.740967,4819670.0
2017-12-21,904.37738,RELIANCE.NS,909.825745,915.274109,901.455078,887.684875,4186472.0
2017-12-22,911.757446,RELIANCE.NS,906.061462,913.738647,900.761658,894.928711,4918863.0
2017-12-26,921.069214,RELIANCE.NS,916.165649,930.08374,909.528564,904.068604,5351708.0
2017-12-27,915.075989,RELIANCE.NS,924.239136,928.696899,910.370605,898.185974,4393640.0
2017-12-28,915.52179,RELIANCE.NS,916.56189,925.625977,910.469666,898.623535,7158735.0
2017-12-29,912.401367,RELIANCE.NS,917.800171,923.545715,909.875305,895.56073,5117894.0
2018-01-01,901.207458,RELIANCE.NS,914.035828,914.035828,898.978577,884.573486,4362651.0
2018-01-02,902.594299,RELIANCE.NS,904.426941,910.915405,897.888916,885.934692,4383980.0
2018-01-03,906.210022,RELIANCE.NS,916.31427,917.304871,904.47644,889.483704,6233847.0
2018-01-04,911.658386,RELIANCE.NS,909.528564,913.144287,907.101563,894.831482,4157621.0
2018-01-05,914.580688,RELIANCE.NS,913.144287,918.196411,911.608887,897.69989,3434151.0
2018-01-08,919.830933,RELIANCE.NS,917.403931,922.257935,914.828369,902.853149,4073668.0
2018-01-09,932.114502,RELIANCE.NS,919.434692,935.036804,915.323669,914.909973,6596942.0
2018-01-10,933.501343,RELIANCE.NS,934.145264,938.503906,926.715637,916.27124,5412323.0
2018-01-11,928.944519,RELIANCE.NS,932.956482,933.798523,926.220337,911.798523,3622391.0
2018-01-12,940.088867,RELIANCE.NS,934.145264,943.85321,929.439819,922.737122,6955338.0
2018-01-15,940.237488,RELIANCE.NS,941.079529,949.499695,936.324585,922.882996,5132305.0
2018-01-16,914.283508,RELIANCE.NS,938.801086,938.801086,911.361206,897.408203,4995805.0
2018-01-17,915.81897,RELIANCE.NS,917.304871,920.276672,898.483276,898.915283,6093651.0
2018-01-18,911.064026,RELIANCE.NS,920.276672,920.871033,906.507202,894.248108,4329708.0
2018-01-19,922.555115,RELIANCE.NS,914.333008,925.625977,913.441467,905.527039,4602784.0
2018-01-22,962.377625,RELIANCE.NS,939.098267,965.151306,931.173401,944.614563,21090881.0
2018-01-23,974.017273,RELIANCE.NS,965.844727,981.644958,965.844727,956.039368,10396119.0
2018-01-24,957.276001,RELIANCE.NS,972.531372,972.531372,953.610718,939.607056,6594595.0
2018-01-25,956.8302,RELIANCE.NS,958.811401,962.872925,947.171753,939.169495,6308657.0
2018-01-29,955.443359,RELIANCE.NS,957.12738,968.123169,950.292175,937.808228,4567493.0
2018-01-30,941.475769,RELIANCE.NS,956.73114,956.73114,940.088867,924.09845,4237933.0
2018-01-31,952.273376,RELIANCE.NS,941.079529,955.443359,932.708862,934.696838,5792601.0
2018-02-01,934.987244,RELIANCE.NS,954.205078,963.467285,927.805359,917.729675,7626196.0
2018-02-02,895.858154,RELIANCE.NS,926.220337,935.086304,892.539612,879.322876,13367616.0
2018-02-05,893.678833,RELIANCE.NS,885.605347,903.931641,873.519897,877.183777,8856689.0
2018-02-06,883.723206,RELIANCE.NS,868.764954,889.56781,862.821289,867.411865,11104841.0
2018-02-07,886.001587,RELIANCE.NS,894.075073,896.898315,881.642883,869.648254,7168146.0
2018-02-08,896.056274,RELIANCE.NS,889.46875,902.098999,883.970825,879.517334,6380648.0
2018-02-09,889.419189,RELIANCE.NS,880.652283,893.530212,877.680481,873.002686,5344463.0
2018-02-12,906.903442,RELIANCE.NS,894.520813,909.578125,893.579773,890.164307,5481260.0
2018-02-14,924.883057,RELIANCE.NS,914.333008,933.649902,912.351807,907.812012,10267369.0
2018-02-15,926.864258,RELIANCE.NS,928.845459,936.869385,919.434692,909.756592,6167365.0
2018-02-16,912.648987,RELIANCE.NS,930.777161,933.749023,909.479065,895.803833,4443395.0
2018-02-19,918.295471,RELIANCE.NS,912.351807,923.248535,904.971802,901.34613,4126685.0
2018-02-20,912.450867,RELIANCE.NS,920.276672,920.821533,910.172485,895.609375,3903573.0
2018-02-21,920.623413,RELIANCE.NS,921.267334,923.743835,913.491028,903.631042,5499873.0
2018-02-22,915.670349,RELIANCE.NS,913.342407,922.257935,911.361206,898.769348,5167371.0
2018-02-23,925.477417,RELIANCE.NS,916.71051,929.1922,914.085388,908.395386,4896820.0
2018-02-26,929.88562,RELIANCE.NS,930.1828,936.027405,927.805359,912.722229,3893033.0
2018-02-27,941.574829,RELIANCE.NS,930.1828,946.825073,929.538879,924.195679,6470858.0
2018-02-28,945.586792,RELIANCE.NS,937.067566,948.112854,934.343384,928.133606,26144187.0
2018-03-01,939.494507,RELIANCE.NS,940.831848,950.886536,937.067566,922.153809,4133465.0
2018-03-05,915.422729,RELIANCE.NS,934.145264,941.228088,912.946167,898.526306,5688306.0
2018-03-06,902.297119,RELIANCE.NS,920.276672,927.409119,896.601135,885.642944,7393101.0
2018-03-07,881.395264,RELIANCE.NS,900.712158,900.712158,879.711243,865.126953,7316409.0
2018-03-08,902.891479,RELIANCE.NS,889.221069,905.912842,884.911926,886.226318,6130548.0
2018-03-09,904.526001,RELIANCE.NS,906.309082,910.717285,902.495239,887.83075,4909678.0
2018-03-12,921.564514,RELIANCE.NS,911.361206,924.338196,908.934204,904.554749,3837440.0
2018-03-13,923.099915,RELIANCE.NS,923.149475,927.210938,912.698547,906.061768,5145137.0
2018-03-14,920.326233,RELIANCE.NS,920.078552,923.298035,910.568726,903.339355,6795338.0
2018-03-15,903.23822,RELIANCE.NS,916.31427,920.722473,901.455078,886.566772,5866510.0
2018-03-16,891.598511,RELIANCE.NS,900.464478,901.157898,877.72998,875.141846,14221100.0
2018-03-19,887.091248,RELIANCE.NS,892.539612,898.384216,883.624146,870.717773,5829127.0
2018-03-20,881.444763,RELIANCE.NS,884.911926,895.511475,878.720581,865.175476,7011559.0
2018-03-21,888.478088,RELIANCE.NS,886.447388,893.876953,884.911926,872.079041,6791028.0
2018-03-22,899.622498,RELIANCE.NS,887.586548,903.38678,887.338928,883.017761,10212863.0
2018-03-23,885.506287,RELIANCE.NS,882.237244,891.549011,880.751343,869.162048,10831400.0
2018-03-26,892.638672,RELIANCE.NS,885.555786,895.808655,884.119446,876.162842,6104583.0
2018-03-27,891.350891,RELIANCE.NS,898.681396,902.198059,888.577148,874.898743,7005357.0
2018-03-28,874.411438,RELIANCE.NS,887.388428,887.437988,871.736816,858.271973,8842618.0
2018-04-02,884.565186,RELIANCE.NS,884.614746,892.490112,878.175781,868.238403,5766209.0
2018-04-03,891.10321,RELIANCE.NS,882.633545,893.233032,876.9375,874.65564,6425059.0
2018-04-04,886.496887,RELIANCE.NS,896.204895,903.23822,883.673645,870.134399,6560005.0
2018-04-05,899.671997,RELIANCE.NS,896.601135,901.455078,895.016113,883.066345,3935631.0
2018-04-06,902.44574,RELIANCE.NS,899.473877,909.875305,896.502075,885.788879,4460344.0
2018-04-09,907.398743,RELIANCE.NS,903.98114,910.370605,903.98114,890.650452,3606112.0
2018-04-10,908.438904,RELIANCE.NS,909.776245,915.224609,905.566162,891.671387,3902042.0
2018-04-11,922.109314,RELIANCE.NS,913.144287,923.991455,907.448303,905.089539,6064484.0
2018-04-12,919.979492,RELIANCE.NS,921.118713,927.854858,915.52179,902.999023,4994624.0
2018-04-13,930.03418,RELIANCE.NS,923.941956,932.857422,919.979492,912.868042,5822658.0
2018-04-16,928.251099,RELIANCE.NS,925.675537,931.173401,919.781372,911.11792,4123166.0
2018-04-17,935.383484,RELIANCE.NS,931.173401,938.305786,927.210938,918.118652,4430313.0
2018-04-18,929.1922,RELIANCE.NS,936.374084,939.296387,926.269897,912.041626,3397094.0
2018-04-19,933.451782,RELIANCE.NS,930.28186,936.126465,926.220337,916.222595,4523892.0
2018-04-20,919.187012,RELIANCE.NS,929.1922,933.006042,912.549927,902.22113,3381269.0
2018-04-23,927.210938,RELIANCE.NS,921.267334,935.482544,919.781372,910.096863,3541772.0
2018-04-24,960.941223,RELIANCE.NS,927.012817,966.538208,926.220337,943.20459,9193591.0
2018-04-25,961.387024,RELIANCE.NS,964.507446,972.580933,954.502258,943.642151,6497632.0
2018-04-26,966.191467,RELIANCE.NS,963.863525,978.722717,953.214478,948.357971,15735759.0
2018-04-27,986.944763,RELIANCE.NS,980.505798,1001.506714,976.246155,968.72821,11776851.0
2018-04-30,954.254639,RELIANCE.NS,972.779053,983.27948,950.985596,936.641479,8955897.0
2018-05-02,963.566345,RELIANCE.NS,957.919861,970.00531,955.988159,945.781372,6175751.0
2018-05-03,952.570557,RELIANCE.NS,968.717529,968.717529,950.242676,934.988464,3984964.0
2018-05-04,944.992432,RELIANCE.NS,953.808838,955.641479,941.079529,927.550232,3831671.0
2018-05-07,961.882324,RELIANCE.NS,949.846375,964.111206,947.369873,944.128418,3545827.0
2018-05-08,958.018921,RELIANCE.NS,968.321289,972.779053,956.13678,940.336304,4980805.0
2018-05-09,967.528809,RELIANCE.NS,956.8302,975.057434,953.214478,949.670715,4537025.0
2018-05-10,971.937012,RELIANCE.NS,970.797791,975.354614,965.101807,953.997437,4052699.0
2018-05-11,979.960938,RELIANCE.NS,972.036072,981.991699,968.568909,961.873291,4049541.0
2018-05-14,977.335815,RELIANCE.NS,982.63562,982.63562,967.528809,959.296631,2604012.0
2018-05-15,969.75769,RELIANCE.NS,973.819153,990.609985,967.479248,951.858398,4846430.0
2018-05-16,947.171753,RELIANCE.NS,964.854126,964.854126,943.506531,929.689331,8695009.0
2018-05-17,936.473145,RELIANCE.NS,950.341736,950.985596,932.659302,919.188171,4778345.0
2018-05-18,925.081177,RELIANCE.NS,936.720825,944.546631,923.248535,908.00647,5279612.0
2018-05-21,922.604614,RELIANCE.NS,922.010254,926.913757,913.441467,905.575684,6687690.0
2018-05-22,918.047852,RELIANCE.NS,924.387756,925.229736,916.31427,901.102966,5219596.0
2018-05-23,903.68396,RELIANCE.NS,917.304871,917.304871,900.613098,887.004211,4610857.0
2018-05-24,907.250183,RELIANCE.NS,905.417542,912.351807,901.603699,890.504639,5368392.0
2018-05-25,912.153687,RELIANCE.NS,907.398743,914.729309,905.863342,895.317627,8206579.0
2018-05-28,911.757446,RELIANCE.NS,916.21521,918.295471,909.479065,894.928711,5247105.0
2018-05-29,908.835144,RELIANCE.NS,912.847107,919.286072,905.813782,892.060364,8250871.0
2018-05-30,907.497803,RELIANCE.NS,906.259583,914.531189,898.087036,890.747681,6048012.0
2018-05-31,912.698547,RELIANCE.NS,912.351807,913.639587,905.962402,895.852478,17112487.0
2018-06-01,921.812134,RELIANCE.NS,911.361206,926.963318,909.825745,904.797791,8848926.0
2018-06-04,932.015442,RELIANCE.NS,924.635376,935.135864,921.812134,914.812744,5653442.0
2018-06-05,938.751587,RELIANCE.NS,933.947144,946.032532,932.164001,921.4245,8047086.0
2018-06-06,945.438171,RELIANCE.NS,938.107666,947.023193,933.798523,927.987732,4229195.0
2018-06-07,962.229004,RELIANCE.NS,945.933472,966.835388,945.487732,944.468689,6922300.0
2018-06-08,975.106934,RELIANCE.NS,957.276001,977.286316,951.579956,957.108948,6594521.0
2018-06-11,973.422913,RELIANCE.NS,977.831116,990.560486,969.85675,955.455994,6931136.0
2018-06-12,987.786743,RELIANCE.NS,974.165894,990.609985,971.094971,969.554688,7515794.0
2018-06-13,993.086548,RELIANCE.NS,990.609985,996.45459,980.208618,974.756653,5982192.0
2018-06-14,998.485352,RELIANCE.NS,988.083923,1002.299194,978.128296,980.055786,5536858.0
2018-06-15,1004.676697,RELIANCE.NS,996.55365,1013.889343,989.867065,986.132874,11401764.0
2018-06-18,1006.013977,RELIANCE.NS,999.327393,1010.867981,997.54425,987.445496,5705952.0
2018-06-19,986.697083,RELIANCE.NS,1004.379456,1005.271057,984.319641,968.485168,6406255.0
2018-06-20,1009.67926,RELIANCE.NS,986.647583,1013.294983,985.508362,991.043152,7262014.0
2018-06-21,1022.26001,RELIANCE.NS,1013.839783,1026.271973,1011.710022,1003.391663,10609377.0
2018-06-22,1002.992615,RELIANCE.NS,1018.743347,1019.535828,998.980652,984.479919,16323253.0
2018-06-25,995.01825,RELIANCE.NS,1001.902954,1006.955078,992.888428,976.652649,5246962.0
2018-06-26,969.75769,RELIANCE.NS,996.55365,996.55365,966.092407,951.858398,8145067.0
2018-06-27,956.780701,RELIANCE.NS,969.31189,976.147095,953.660278,944.912292,9043473.0
2018-06-28,936.076904,RELIANCE.NS,952.966797,959.405762,931.470581,924.465332,8662575.0
2018-06-29,963.318726,RELIANCE.NS,940.187988,966.340088,940.088867,951.369202,8041914.0
2018-07-02,951.579956,RELIANCE.NS,963.219666,963.219666,948.013794,939.776123,6724054.0
2018-07-03,962.179504,RELIANCE.NS,955.93866,969.26239,951.332336,950.244141,5115293.0
2018-07-04,980.802979,RELIANCE.NS,962.674805,982.68512,961.882324,968.636658,5048125.0
2018-07-05,955.443359,RELIANCE.NS,987.638184,998.931152,949.598755,943.591553,18896793.0
2018-07-06,968.370789,RELIANCE.NS,955.690979,973.769653,955.443359,956.358643,9248105.0
2018-07-09,987.737244,RELIANCE.NS,977.831116,990.609985,974.264954,975.484863,5219197.0
2018-07-10,1016.068665,RELIANCE.NS,993.334167,1018.842407,990.609985,1003.464844,10543516.0
2018-07-11,1029.045654,RELIANCE.NS,1015.375244,1031.125977,1008.292419,1016.280884,8747208.0
2018-07-12,1072.186768,RELIANCE.NS,1034.543579,1088.68042,1032.809937,1058.886841,24337829.0
2018-07-13,1089.4729,RELIANCE.NS,1070.354126,1098.586548,1069.858765,1075.958496,18137593.0
2018-07-16,1066.094482,RELIANCE.NS,1089.4729,1098.487427,1062.974121,1052.870117,6658302.0
2018-07-17,1082.092896,RELIANCE.NS,1068.174805,1085.659058,1059.556519,1068.670044,6530578.0
2018-07-18,1082.291016,RELIANCE.NS,1088.08606,1094.227783,1067.184204,1068.865723,4726480.0
2018-07-19,1094.475464,RELIANCE.NS,1083.033936,1104.530151,1076.14917,1080.899048,5485122.0
2018-07-20,1118.052002,RELIANCE.NS,1102.94519,1127.809448,1101.459229,1104.183105,8094154.0
2018-07-23,1109.780396,RELIANCE.NS,1119.191162,1119.191162,1102.647949,1096.01416,5897877.0
2018-07-24,1100.518188,RELIANCE.NS,1111.464478,1116.1698,1097.001465,1086.866821,4511507.0
2018-07-25,1104.678711,RELIANCE.NS,1099.577148,1112.455078,1093.831543,1090.975708,6006077.0
2018-07-26,1100.220947,RELIANCE.NS,1099.676147,1110.969116,1097.397705,1086.573242,6485768.0
2018-07-27,1119.240723,RELIANCE.NS,1108.987915,1126.719849,1101.706909,1105.357056,6742782.0
2018-07-30,1140.588379,RELIANCE.NS,1119.389282,1146.432983,1117.408081,1126.440063,14003964.0
2018-07-31,1174.863525,RELIANCE.NS,1140.192139,1179.222168,1136.378296,1160.289917,14006901.0
2018-08-01,1181.153809,RELIANCE.NS,1179.222168,1191.604736,1174.269043,1166.502075,9796282.0
2018-08-02,1157.37915,RELIANCE.NS,1180.311768,1180.311768,1155.001709,1143.022461,6308209.0
2018-08-03,1165.898438,RELIANCE.NS,1163.966797,1172.386963,1158.567993,1151.436035,6708388.0
2018-08-06,1181.401489,RELIANCE.NS,1165.650757,1184.769531,1164.313477,1166.746826,4054489.0
2018-08-07,1173.080322,RELIANCE.NS,1183.679932,1190.118896,1165.947998,1158.528809,4097939.0
2018-08-08,1206.265747,RELIANCE.NS,1173.872803,1211.020752,1173.872803,1191.302612,7987438.0
2018-08-09,1206.513428,RELIANCE.NS,1210.030151,1220.134399,1200.619385,1191.547241,6911830.0
2018-08-10,1192.892578,RELIANCE.NS,1199.628662,1203.591187,1191.010376,1178.095459,3615156.0
2018-08-13,1176.547485,RELIANCE.NS,1186.305054,1188.682495,1171.594482,1161.953003,4712408.0
2018-08-14,1199.232422,RELIANCE.NS,1178.825928,1205.770508,1173.179443,1184.356567,5349770.0
2018-08-16,1189.524536,RELIANCE.NS,1191.951538,1204.581787,1184.274292,1174.769043,6039198.0
2018-08-17,1192.446777,RELIANCE.NS,1197.647461,1203.987427,1188.781494,1177.655029,3867305.0
2018-08-20,1223.304321,RELIANCE.NS,1196.557861,1225.186401,1196.310181,1208.129883,7679143.0
2018-08-21,1235.48877,RELIANCE.NS,1225.632202,1239.748413,1215.478516,1220.163208,7348644.0
2018-08-23,1257.529907,RELIANCE.NS,1234.59729,1262.037109,1226.771484,1241.930908,8043652.0
2018-08-24,1265.504272,RELIANCE.NS,1253.369263,1267.931274,1248.21814,1249.806396,6715059.0
2018-08-27,1279.372803,RELIANCE.NS,1267.386475,1283.682007,1266.742554,1263.502808,5624995.0
2018-08-28,1306.614624,RELIANCE.NS,1283.830566,1310.577026,1282.839966,1290.406738,8777168.0
2018-08-29,1282.047485,RELIANCE.NS,1303.939941,1316.520752,1278.085083,1266.144409,11182203.0
2018-08-30,1262.48291,RELIANCE.NS,1281.453125,1284.969727,1258.520508,1246.822388,9943410.0
2018-08-31,1229.990967,RELIANCE.NS,1258.074707,1258.074707,1224.988281,1214.733521,15450941.0
2018-09-03,1217.608276,RELIANCE.NS,1233.309448,1246.088379,1214.537354,1202.504395,12315666.0
2018-09-04,1230.288086,RELIANCE.NS,1223.552002,1243.017456,1217.459717,1215.026978,8922552.0
2018-09-05,1215.478516,RELIANCE.NS,1230.832886,1240.887573,1197.152222,1200.401123,10422792.0
2018-09-06,1249.55542,RELIANCE.NS,1218.598877,1253.815063,1213.843994,1234.055298,11301160.0
2018-09-07,1266.593994,RELIANCE.NS,1253.022583,1269.318115,1242.720215,1250.882568,10794143.0
2018-09-10,1244.057617,RELIANCE.NS,1263.02771,1265.009033,1238.361572,1228.62561,7125920.0
2018-09-11,1226.078003,RELIANCE.NS,1247.177979,1256.489746,1222.6604,1210.869141,10977849.0
2018-09-12,1240.739014,RELIANCE.NS,1240.045654,1246.880859,1217.311157,1225.348267,8142006.0
